uri	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	album_popularity	release_date	total_tracks	album_uri	artist_uri	artist_popularity
spotify:track:6u0dQik0aif7FQlrhycG1L	0.652	0.549	6	-7.555	0	0.039	0.317	0	0.104	0.186	120.073	312427	4	80	2012	30	spotify:album:5EbpxRwbbpCJUepbqVTZ1U	spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ	98
spotify:track:6AirEKLAv80bFaIDKpMi7I	0.451	0.573	6	-8.277	0	0.0303	0.571	0.00744	0.172	0.087	85.921	340333	4	80	2012	30	spotify:album:5EbpxRwbbpCJUepbqVTZ1U	spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ	98
spotify:track:2VoZUTewIXQhL0Qr9j2JSC	0.625	0.623	5	-6.03	0	0.0344	0.716	0.411	0.238	0.291	130.142	233760	4	0	2009	11	spotify:album:1WD97UNLt0rBT5bkjNkWv2	spotify:artist:6pmxr66tMAePxzOLfjGNcX	60
spotify:track:4d9RTWdrFLVAGhdzvqxkwn	0.7	0.686	9	-10.338	0	0.0279	0.0943	0.00000193	0.0847	0.815	125.412	268933	4	0	1991	11	spotify:album:22c9GGhLosljU2p3xPmOfe	spotify:artist:4KWTAlx2RvbpseOGMEmROg	75
spotify:track:2Vp0ue7NNLHFF6RKSdOEuN	0.525	0.0632	2	-23.321	1	0.0305	0.94	0.763	0.105	0.24	79.273	243667	4	61	1969	10	spotify:album:2HOf3Nb44Us8U9oEtKLSrX	spotify:artist:1nJvji2KIlWSseXRSlNYsC	66
spotify:track:3FzK2g50oLcx8vqETwOn07	0.457	0.25	2	-15.669	1	0.0269	0.899	0.0896	0.109	0.0739	145.879	348400	4	51	1995	9	spotify:album:3fjeFLyo8FY1Appkw4Mrvy	spotify:artist:4jSYHcSo85heWskYvAULio	46
spotify:track:2VvhiOzhP3s3k8T5lPN7wN	0.544	0.126	10	-16.654	1	0.0326	0.95	0.0593	0.158	0.157	107.956	249400	3	56	2006	13	spotify:album:5OomYDbQatByUYt4aXXVwH	spotify:artist:7nXyULtoL8k7wP9l6kg8Ef	64
spotify:track:2X485T9Z5Ly0xyaghN73ed	0.602	0.881	1	-5.875	0	0.0443	0.00462	0.0266	0.111	0.577	125.012	467587	4	83	2015	13	spotify:album:79dL7FLiJFOO0EoehUHQBv	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:6Thn8AOHIwPCkf2O4ZgfC2	0.486	0.623	4	-8.264	1	0.0358	0.734	0.536	0.0509	0.525	86.007	370200	4	54	2013	10	spotify:album:6rAJ4I8SpPMJj0guCZiAI8	spotify:artist:57kIMCLPgkzQlXjblX7XXP	52
spotify:track:2XiVI1ZMabQc0VIChp9KoV	0.57	0.459	9	-8.414	1	0.0329	0.619	0.0000218	0.0947	0.187	104.027	293821	4	46	2018	9	spotify:album:3lRqLudF94UtGUmTM2bjfd	spotify:artist:21tDFddcOFDYmiobTcls2O	56
spotify:track:2Y0iGXY6m6immVb2ktbseM	0.705	0.712	6	-6.156	1	0.0385	0.0102	0.000855	0.1	0.62	97.512	299960	4	74	2018	10	spotify:album:7GjVWG39IOj4viyWplJV4H	spotify:artist:0SwO7SWeDHJijQ3XNS7xEE	76
spotify:track:3Z1zP0gLfdmzGVWwaIOu8U	0.504	0.563	0	-9.132	1	0.0326	0.661	0.468	0.228	0.601	76.988	346057	4	44	2018	9	spotify:album:2oqDbd9Hmbp6RinQQmZNWd	spotify:artist:57kIMCLPgkzQlXjblX7XXP	52
spotify:track:2YP1SmJb1tHQkgyp2dMfHH	0.534	0.537	5	-7.535	1	0.0322	0.381	0	0.116	0.135	107.952	258080	4	39	2014	11	spotify:album:3NH5k5p2RjQepg0nM61scP	spotify:artist:4NgNsOXSwIzXlUIJcpnNUp	64
spotify:track:6Vjk8MNXpQpi0F4BefdTyq	0.483	0.615	2	-8.538	1	0.0497	0.452	0.000414	0.0512	0.594	80.576	517125	3	66	1975	22	spotify:album:26tH0kjUhkxBEd3ipGkx3Y	spotify:artist:36QJpDe2go2KgaRleHCDTp	79
spotify:track:2Z1UHt641EB60i102C8fNy	0.478	0.548	5	-7.959	1	0.0309	0.124	0	0.0982	0.38	123.47	204253	4	47	2018	10	spotify:album:7f4DUvIlSluy7YRnZsLEkd	spotify:artist:2kGBy2WHvF0VdZyqiVCkDT	64
spotify:track:6IAVxNFi1W88UhDeyvOsdo	0.332	0.683	2	-7.679	1	0.0491	0.0322	0.00000651	0.342	0.419	88.522	255600	4	74	1978	13	spotify:album:2yuTRGIackbcReLUXOYBqU	spotify:artist:1dfeR4HaWDbWqFHLkxsg1d	87
spotify:track:2ZRvcRcKdwQBjTAqj2XNJN	0.534	0.738	8	-6.237	0	0.0293	0.107	0.139	0.0871	0.616	96.053	305867	4	46	2017	11	spotify:album:3QOXA8bqsml8CslUdgHXrW	spotify:artist:2Jv5eshHtLycR6R8KQCdc4	58
spotify:track:5T8EDUDqKcs6OSOwEsfqG7	0.559	0.868	5	-5.276	1	0.17	0.0475	0.000176	0.776	0.609	156.295	209413	4	74	1978	13	spotify:album:2yuTRGIackbcReLUXOYBqU	spotify:artist:1dfeR4HaWDbWqFHLkxsg1d	87
spotify:track:2a1iMaoWQ5MnvLFBDv4qkf	0.419	0.383	4	-11.782	1	0.0256	0.0724	0.0176	0.0896	0.35	87.568	257480	4	75	1995	12	spotify:album:35UJLpClj5EDrhpNIi4DFg	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:2txbj2UMsiBaoMCoCI6Iqc	0.604	0.719	9	-9.143	0	0.0359	0.00517	0.59	0.094	0.425	131.012	500153	4	42	2019	13	spotify:album:2AdTRKcovqwu73wltc4ufs	spotify:artist:3Ww8GMbCDMAGwJJ2hd7z7z	60
spotify:track:2cP37n7TZEe0oBxCbZu0KA	0.669	0.388	0	-11.547	1	0.0306	0.605	0.144	0.0905	0.645	130.016	231173	4	0	2001	11	spotify:album:6tMeipxbqiKnp7F368cwsi	spotify:artist:4LG4Bs1Gadht7TCrMytQUO	65
spotify:track:31L9yLXSj6LpCFupyMV6CR	0.479	0.717	7	-5.459	1	0.0605	0.0488	0.000333	0.102	0.253	163.989	405320	4	79	2015	11	spotify:album:3cfAM8b8KqJRoIzt3zLKqw	spotify:artist:4gzpq5DPGxSnKTe4SA8HAU	90
spotify:track:2fGRJzoiYJYAzlQAyBONMb	0.81	0.353	6	-9.536	1	0.0437	0.0473	0.000104	0.082	0.731	124.991	175313	4	58	2019	1	spotify:album:6nPjdP4pjRIItNMnu9DSLQ	spotify:artist:4o16FybIZV7WPD7tOl7PUd	62
spotify:track:2flxduIqEbsicdmPyj1WVW	0.744	0.642	2	-4.6	0	0.031	0.115	0.0000395	0.279	0.63	94.988	256267	4	61	2019	1	spotify:album:5LbiR8iqC4hYeIKifnmVqc	spotify:artist:7gP3bB2nilZXLfPHJhMdvc	73
spotify:track:77yuzxCS3csrgTPSW0pvyk	0.371	0.216	10	-14.727	1	0.0358	0.911	0.826	0.0934	0.0645	136.998	323480	4	78	2014	9	spotify:album:2G4AUqfwxcV1UdQjm2ouYr	spotify:artist:4gzpq5DPGxSnKTe4SA8HAU	90
spotify:track:7LVHVU3tWfcxj5aiPFEW4Q	0.209	0.417	3	-8.74	1	0.0338	0.164	0.00196	0.113	0.124	138.178	295533	4	77	2005	13	spotify:album:4E7bV0pzG0LciBSWTszra6	spotify:artist:4gzpq5DPGxSnKTe4SA8HAU	90
spotify:track:2fwLXYI6N8l4tOY4ntSiUZ	0.326	0.311	0	-18.507	1	0.0345	0.642	0.934	0.112	0.0741	150.057	147905	4	66	2017	26	spotify:album:4XgGOMRY7H4hl6OQi5wb2Z	spotify:artist:13kMpt8IdcHcdxPLcJrgU2	61
spotify:track:7clUVcSOtkNWa58Gw5RfD4	0.514	0.898	11	-6.765	0	0.0577	0.00488	0.0345	0.0746	0.353	123.067	287907	4	77	2005	13	spotify:album:4E7bV0pzG0LciBSWTszra6	spotify:artist:4gzpq5DPGxSnKTe4SA8HAU	90
spotify:track:2gNfxysfBRfl9Lvi9T3v6R	0.661	0.869	5	-5.477	1	0.0334	0.078	0.924	0.398	0.8	126.971	108547	4	83	2015	13	spotify:album:79dL7FLiJFOO0EoehUHQBv	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:5sICkBXVmaCQk5aISGR3x1	0.577	0.828	6	-8.691	0	0.0298	0.00213	0.0114	0.0581	0.604	123.257	331267	4	80	1991	12	spotify:album:2Kh43m04B1UkVcpcRa1Zug	spotify:artist:2ye2Wgw4gimLv2eAKyk1NB	84
spotify:track:2hwf6IE0V4MVqw9tbWY9FQ	0.603	0.633	5	-4.148	0	0.0334	0.0473	0.000028	0.433	0.0894	86.971	196082	4	38	2020	1	spotify:album:6YefvGO0wSkfRa2DqWiF5K	spotify:artist:4oJsWKOJCNMfUbIpR2jk8Z	41
spotify:track:2kkX9IzielZhUBybezdE0m	0.499	0.516	9	-10.846	1	0.028	0.185	0.0215	0.11	0.485	149.886	325427	4	45	2014	10	spotify:album:3tQTQZ8oy2IDwpmkYP08Fr	spotify:artist:6fxk3UXHTFYET8qCT9WlBF	56
spotify:track:5z4vmar50qPl80GjIrPBXm	0.803	0.391	5	-13.044	0	0.0385	0.821	0.825	0.136	0.632	96.013	170312	4	78	2015	101	spotify:album:2M2Ae2SvZe3fmzUtlVOV5Z	spotify:artist:57DlMWmbVIf2ssJ8QBpBau	73
spotify:track:2mjbf9ZvCoYqTi0RZ2FTUJ	0.399	0.453	0	-12.03	1	0.145	0.6	0.497	0.0913	0.269	81.149	140125	3	52	2018	28	spotify:album:7KDslrXaOYS28ferZi5UVK	spotify:artist:24eDfi2MSYo3A87hCcgpIL	69
spotify:track:3uqx1JmyAiuVk6YW0HSeAn	0.335	0.304	9	-11.962	0	0.0324	0.974	0.941	0.0644	0.119	96.115	267455	3	55	2018	25	spotify:album:2UehMLybYgLuuNHRNJpbCB	spotify:artist:4CvTDPKA6W06DRfBnZKrau	59
spotify:track:4Y1igB1GDncJvt7ezbV3cW	0.457	0.223	1	-15.432	0	0.0317	0.988	0.918	0.135	0.438	150.998	201768	3	55	2018	25	spotify:album:2UehMLybYgLuuNHRNJpbCB	spotify:artist:4CvTDPKA6W06DRfBnZKrau	59
spotify:track:2nekCvC9XRXQckWNnkIp2l	0.645	0.321	2	-12.15	1	0.0263	0.521	0.000186	0.129	0.427	112.938	299107	4	69	2010	14	spotify:album:6AnpM7DFltgJLIjlToxYJ1	spotify:artist:6v8FB84lnmJs434UJf2Mrm	64
spotify:track:3I7OmVsk4Hm5LBbs2GmhlD	0.536	0.915	2	-4.993	1	0.0581	0.154	0.000788	0.372	0.472	115.037	252027	4	83	2015	13	spotify:album:79dL7FLiJFOO0EoehUHQBv	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:2pJsD19TxWvSSTkBKrJDWA	0.513	0.194	5	-14.177	1	0.0584	0.884	0	0.707	0.164	98.112	272733	4	32	1987	12	spotify:album:3jF9Zz9QlwIMgNvSaY8KW9	spotify:artist:7G1GBhoKtEPnP86X2PvEYO	70
spotify:track:2rtGaCAeYtmcIvuZsvgTf6	0.167	0.302	6	-11.644	0	0.0345	0.316	0.797	0.11	0.19	102.026	356333	4	68	2000	11	spotify:album:6GjwtEZcfenmOf6l18N7T7	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:5M4yti0QxgqJieUYaEXcpw	0.424	0.615	9	-6.217	0	0.0325	0.0158	0.000389	0.0844	0.155	77.935	318591	4	83	2015	13	spotify:album:79dL7FLiJFOO0EoehUHQBv	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:2sy0icOIskeP2lCqgZiTyE	0.535	0.479	5	-14.112	0	0.0311	0.277	0.0285	0.139	0.504	88.841	281000	4	0	1996	5	spotify:album:4KzKj6JMBbIQ4QhbF3uQNR	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:52ojopYMUzeNcudsoz7O9D	0.47	0.809	8	-6.74	1	0.0495	0.272	0.00671	0.0491	0.49	151.836	363240	4	83	2015	13	spotify:album:79dL7FLiJFOO0EoehUHQBv	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:2uhEKg8kIzpdvz4gyy6x8W	0.545	0.485	8	-9.941	1	0.151	0.3	0.00137	0.119	0.341	80.401	249173	4	69	2011	10	spotify:album:57PgT4iuDurzlJnkYjrpce	spotify:artist:5schNIzWdI9gJ1QRK8SBnc	67
spotify:track:2wemf8Txlm0gqF8lqQetNh	0.63	0.359	9	-11.022	0	0.0376	0.0195	0.915	0.0931	0.168	119.981	268453	4	0	2010	11	spotify:album:0yoDsVdGWHwUthIDLHsN83	spotify:artist:02uPe16VFxPaiueQsPEDkE	49
spotify:track:2x6fjgPBbXcwWUvv38QjUN	0.264	0.373	9	-9.735	1	0.0298	0.404	0.141	0.0997	0.0383	140.275	306027	3	0	1997	47	spotify:album:4GMgNPA4fMv3U0QQsdRLJk	spotify:artist:6DKmuXxXASTF6xaJwcTfjv	47
spotify:track:2xbrMtkxp399aSiCJ8EAON	0.433	0.675	2	-6.702	0	0.0337	0.0911	0.293	0.159	0.184	137.268	254867	4	0	2001	11	spotify:album:6V9YnBmFjWmXCBaUVRCVXP	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:6qZjm61s6u8Ead9sWxCDro	0.598	0.553	9	-6.742	0	0.0397	0.562	0.157	0.257	0.533	123.075	211227	4	72	2012	12	spotify:album:3C2MFZ2iHotUQOSBzdSvM7	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:3s9eWdn8IymCPvVLcKpjww	0.405	0.0854	0	-15.488	1	0.0336	0.968	0.0121	0.139	0.148	93.768	141040	4	56	2017	1	spotify:album:2cWXWYA0G1iCMYPue0unqm	spotify:artist:35l9BRT7MXmM8bv2WDQiyB	77
spotify:track:666PdikRnUzdvjT9p5wWND	0.616	0.804	0	-5.568	1	0.0427	0.0124	0.0998	0.553	0.627	99.002	326840	4	77	2020	12	spotify:album:31qVWUdRrlb8thMvts0yYL	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:5JWPUEov2wlX7c0jhYZpeB	0.569	0.84	1	-4.123	1	0.118	0.0295	0.000118	0.0995	0.749	183.059	249587	3	77	2020	12	spotify:album:31qVWUdRrlb8thMvts0yYL	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:37Tmv4NnfQeb0ZgUC4fOJj	0.733	0.794	5	-10.023	1	0.0307	0.0614	0.0367	0.33	0.931	148.174	348624	4	74	1978	9	spotify:album:2rCS6Xwx32V27pvgFzLzlT	spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T	77
spotify:track:4UCiDcv0yO9tNLZbkZeBBA	0.566	0.394	10	-11.438	0	0.0445	0.712	0.0000259	0.156	0.6	78.948	281054	4	55	2017	4	spotify:album:2co62IYJYAQNsccM0RfE9d	spotify:artist:73dudJ9j0HStIhJDU8MjMI	54
spotify:track:4P5KoWXOxwuobLmHXLMobV	0.5	0.824	4	-5.846	0	0.0388	0.00016	0.00161	0.0916	0.539	120.125	218920	4	78	1991	13	spotify:album:2guirTSEqLizK7j9i1MTTZ	spotify:artist:6olE6TJLqED3rqDCT0FyPh	83
spotify:track:3A9vIxzGBjEfqmDK7H9exS	0.127	0.335	11	-8.298	0	0.0329	0.786	0.427	0.111	0.0686	77.078	288733	4	0	2001	11	spotify:album:6V9YnBmFjWmXCBaUVRCVXP	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:5ghIJDpPoe3CfHMGu71E6T	0.502	0.912	1	-4.556	1	0.0564	0.0000255	0.000173	0.106	0.72	116.761	301920	4	78	1991	13	spotify:album:2guirTSEqLizK7j9i1MTTZ	spotify:artist:6olE6TJLqED3rqDCT0FyPh	83
spotify:track:3AJwUDP919kvQ9QcozQPxg	0.429	0.661	11	-7.227	1	0.0281	0.00239	0.000121	0.234	0.285	173.372	266773	4	85	2000	10	spotify:album:6ZG5lRT77aJ3btmArcykra	spotify:artist:4gzpq5DPGxSnKTe4SA8HAU	90
spotify:track:6FLwmdmW77N1Pxb1aWsZmO	0.418	0.249	3	-13.744	1	0.0301	0.841	0.661	0.112	0.213	82.803	218547	4	68	2000	12	spotify:album:2ioso1tqQ5zABQDVYyiUi5	spotify:artist:6uothxMWeLWIhsGeF7cyo4	74
spotify:track:3AyuigFWbuirWHvidbMz8O	0.493	0.171	7	-20.696	1	0.0317	0.98	0.263	0.126	0.296	90.928	307698	4	74	2015	11	spotify:album:64xtjfsPHNHch0CZ7fPTjS	spotify:artist:4MXUO7sVCaFgFjoTI5ox5c	73
spotify:track:3cw3Z7mS55gd3NUjh4k0bL	0.619	0.637	2	-7.369	1	0.0286	0.015	0	0.374	0.936	105.205	246307	4	60	1970	75	spotify:album:2ny1rPsLOoKNFZhMLubMrs	spotify:artist:1nJvji2KIlWSseXRSlNYsC	66
spotify:track:3D8BHRb8r4tE494LrtXffE	0.473	0.643	1	-6.419	0	0.033	0.123	0.000674	0.0781	0.175	142.065	248040	4	70	2013	25	spotify:album:5G6oMu9zNW2acdV0lqzI3L	spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc	76
spotify:track:3DD48JX944qwU4xSksKrsf	0.453	0.322	0	-8.677	1	0.029	0.633	0.0062	0.0989	0.0942	108.122	229213	4	0	2012	12	spotify:album:7bYAuBOpWMA1F61cbXrKfM	spotify:artist:2wJ4vsxWd7df7dRU4KcoDe	59
spotify:track:64dLd6rVqDLtkXFYrEUHIU	0.695	0.923	1	-3.93	0	0.0522	0.0425	0.0469	0.116	0.551	108.014	215150	3	68	2022	1	spotify:album:4V9YFKLqZ5h8nQFTvDQscC	spotify:artist:3AA28KZvwAUcZuOKwyblJQ	82
spotify:track:3DNRdudZ2SstnDCVKFdXxG	0.184	0.00527	1	-37.264	0	0.0432	0.995	0.887	0.173	0.151	170.612	315427	3	62	2007	32	spotify:album:4bNwPPpk01D8pVV9IFSBde	spotify:artist:2wOqMjp9TyABvtHdOSOTUS	74
spotify:track:3DQVgcqaP3iSMbaKsd57l5	0.535	0.948	6	-4.19	0	0.0356	0.00225	0	0.376	0.778	103.183	173680	4	76	2006	13	spotify:album:50Zz8CkIhATKUlQMbHO3k1	spotify:artist:7Ln80lUS6He07XvHI8qqHH	89
spotify:track:3EEzQDCP8jRl2pEt9eDKMO	0.41	0.78	9	-4.941	0	0.0327	0.0174	0.408	0.233	0.727	100.452	215587	4	46	2012	11	spotify:album:2tvHcQfvtXvmFHIGyBiPVt	spotify:artist:1S0vL284jxZYKtZQ2jsQ2X	52
spotify:track:3FG44adkUaqTJr8N8ObzxV	0.415	0.219	11	-13.636	0	0.0475	0.36	0.288	0.203	0.0516	114.203	265453	4	54	2019	10	spotify:album:6gnNCtxxhwKTYGIDVqeMUd	spotify:artist:41Nu7NgAj9rJxjj7JDuXrV	49
spotify:track:65E6q1ktDLAZCoocU2eDnb	0.434	0.368	6	-12.353	1	0.0305	0.769	0.539	0.0689	0.0407	104.979	220373	3	25	2007	6	spotify:album:4m2smg3X7MHtgmWIjCWyhH	spotify:artist:1uQWmt1OhuHGRKmZ2ZcL6p	53
spotify:track:3FtYbEfBqAlGO46NUDQSAt	0.763	0.803	1	-3.713	1	0.0351	0.0709	0.285	0.348	0.561	103.04	229640	3	75	2007	10	spotify:album:6mm1Skz3JE6AXneya9Nyiv	spotify:artist:0SwO7SWeDHJijQ3XNS7xEE	76
spotify:track:6gYx4SBZz99Lwn6V5iDll9	0.377	0.789	2	-5.032	0	0.0504	0.016	0.705	0.245	0.048	159.965	722200	4	53	2005	9	spotify:album:2oQE67Gnc1GoMqoumvjPwN	spotify:artist:5NXHXK6hOCotCF8lvGM1I0	58
spotify:track:5txzKcySsIIIrsciNliAoL	0.742	0.51	9	-8.192	0	0.0317	0.451	0.00000753	0.121	0.579	128.913	197225	4	10	2018	11	spotify:album:4jaLT2amEyHRGz1EdGyvUy	spotify:artist:6yXBFHhojjdwKoop55NsHf	48
spotify:track:5yEPxDjbbzUzyauGtnmVEC	0.389	0.889	9	-6.546	1	0.0442	0.0415	0	0.463	0.524	171.121	358427	4	0	1997	14	spotify:album:2okCg9scHue9GNELoB8U9g	spotify:artist:2cGwlqi3k18jFpUyTrsR84	68
spotify:track:5pS433WfKO8SVdAX3QYf0A	0.432	0.389	7	-6.517	1	0.0255	0.687	0.0107	0.0788	0.158	139.506	341773	4	0	1971	10	spotify:album:3i3imP9g6gCc6VzeeyduXZ	spotify:artist:22bE4uQ6baNwSHPVcDxLCe	80
spotify:track:3HfB5hBU0dmBt8T0iCmH42	0.532	0.344	7	-13.057	1	0.035	0.00563	0.000473	0.115	0.126	91.834	235667	4	0	1993	34	spotify:album:6AZv3m27uyRxi8KyJSfUxL	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:6tJFtthY0rI1x06qb8NjK0	0.417	0.408	5	-13.343	0	0.0761	0.535	0.655	0.102	0.233	165.799	198862	4	54	2019	9	spotify:album:4xFmHg5dYvaqmn9ZNQpjWL	spotify:artist:24eDfi2MSYo3A87hCcgpIL	69
spotify:track:3Jc6X15OZCCyhGSHBF4hwB	0.71	0.496	5	-9.638	1	0.0297	0.278	0.581	0.101	0.637	111.662	328293	4	0	2007	10	spotify:album:7eyQXxuf2nGj9d2367Gi5f	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:7tF0g57CG25Ew3GX7wa67l	0.58	0.894	10	-6.27	0	0.0737	0.0962	0.229	0.297	0.622	186.241	313186	3	71	2011	12	spotify:album:4G2rJNhsKOE6iHgtUqZ0Ye	spotify:artist:2AsusXITU8P25dlRNhcAbG	69
spotify:track:3VCXx37jNGNOMns6z2OnvJ	0.464	0.945	2	-1.815	1	0.0401	0.0506	0.756	0.112	0.453	165.177	321438	4	68	2012	10	spotify:album:6KXHP4v4hYN887RGeQwc8b	spotify:artist:5dYGaoCO0iaUZKfl9K8Gtd	63
spotify:track:3PG7BAJG9WkmNOJOlc4uAo	0.55	0.145	0	-15.753	1	0.0332	0.913	0	0.118	0.138	103.918	159000	4	66	1967	11	spotify:album:4xwx0x7k6c5VuThz5qVqmV	spotify:artist:1nJvji2KIlWSseXRSlNYsC	66
spotify:track:4HbeGjbt7u3pvwDk1vN7P0	0.365	0.273	4	-16.526	0	0.038	0.94	0.431	0.109	0.238	132.285	248965	5	66	2017	17	spotify:album:7K0x1O9gqMQlDwbMkyCCIM	spotify:artist:4MXUO7sVCaFgFjoTI5ox5c	73
spotify:track:3Q1DprZauQyNo8KGlY8brZ	0.558	0.579	7	-8.065	0	0.0272	0.00331	0.916	0.0935	0.487	104.972	192000	4	53	2021	1	spotify:album:5yHn5NJqFHuRscn44o9POq	spotify:artist:32zeX1IoVKAGWMyy1isKUq	61
spotify:track:3UYeU6M7cOG4g2PlAOTvz9	0.455	0.341	0	-8.315	0	0.0269	0.737	0.0000467	0.0958	0.165	57.157	324320	4	63	2013	10	spotify:album:5T5NM01392dvvd4EhGrCnj	spotify:artist:4pejUc4iciQfgdX6OKulQn	71
spotify:track:7j24QT8Ic9jezjH0s4Lg5B	0.599	0.597	9	-8.322	1	0.0277	0.124	0.00123	0.0946	0.639	115.027	181387	4	45	2016	12	spotify:album:2wLujLyrTLBSeU1UrtDd9e	spotify:artist:75dQReiBOHN37fQgWQrIAJ	60
